"filename", "language", "HTML", "JavaScript", "TypeScript", "JSON", "SCSS", "XML", "comment", "blank", "total"
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\auth.guard.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 9, 11, 60
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\sign-in.guard.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 1, 4, 17
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\guard\tokenService.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 5, 19
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\init\keycloak-init.factory.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 1, 18
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.html", "HTML", 28, 0, 0, 0, 0, 0, 2, 1, 31
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\admin.component.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 2, 6, 46
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\configuration\configuration.component.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.html", "HTML", 31, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-bar.component.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 3, 3, 24
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.html", "HTML", 0, 0, 0, 0, 0, 0, 11, 1, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-left.component.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 1, 2, 10
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.html", "HTML", 0, 0, 0, 0, 0, 0, 24, 1, 25
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-left\nav-search\nav-search.component.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 3, 5, 42
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.html", "HTML", 36, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\nav-bar\nav-right\nav-right.component.ts", "TypeScript", 0, 0, 76, 0, 0, 0, 4, 27, 107
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.html", "HTML", 34, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-collapse\nav-collapse.component.ts", "TypeScript", 0, 0, 48, 0, 0, 0, 4, 5, 57
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.html", "HTML", 28, 0, 0, 0, 0, 0, 0, 2, 30
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-content.component.ts", "TypeScript", 0, 0, 91, 0, 0, 0, 9, 20, 120
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.html", "HTML", 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-group\nav-group.component.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 5, 5, 45
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.html", "HTML", 39, 0, 0, 0, 0, 0, 0, 3, 42
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-content\nav-item\nav-item.component.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 4, 4, 50
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.html", "HTML", 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\nav-logo\nav-logo.component.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 3, 3, 23
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.html", "HTML", 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.component.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 5, 6, 40
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\admin\navigation\navigation.ts", "TypeScript", 0, 0, 275, 0, 0, 0, 16, 20, 311
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.html", "HTML", 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\layout\guest\guest.component.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 1, 2, 10
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.html", "HTML", 31, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\breadcrumbs\breadcrumbs.component.ts", "TypeScript", 0, 0, 93, 0, 0, 0, 2, 7, 102
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.html", "HTML", 92, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\card\card.component.ts", "TypeScript", 0, 0, 122, 0, 0, 0, 6, 16, 144
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\full-screen\toggle-full-screen.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 4, 6, 40
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinkit-css\sk-line-material.scss", "SCSS", 0, 0, 0, 0, 58, 0, 0, 7, 65
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinkits.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.html", "HTML", 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.scss", "SCSS", 0, 0, 0, 0, 20, 0, 0, 3, 23
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\components\spinner\spinner.component.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 3, 58
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\app\theme\shared\shared.module.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 4, 9, 50
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\amcharts.js", "JavaScript", 0, 11386, 0, 0, 0, 0, 0, 1, 11387
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\ammap.min.js", "JavaScript", 0, 8916, 0, 0, 0, 0, 0, 1, 8917
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\gauge.js", "JavaScript", 0, 677, 0, 0, 0, 0, 0, 1, 678
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\images\dragIconRoundBig.svg", "XML", 0, 0, 0, 0, 0, 13, 0, 3, 16
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\images\lens.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 7
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\light.js", "JavaScript", 0, 171, 0, 0, 0, 0, 0, 1, 172
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\pie.min.js", "JavaScript", 0, 808, 0, 0, 0, 0, 0, 1, 809
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\radar.js", "JavaScript", 0, 340, 0, 0, 0, 0, 0, 1, 341
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\serial.js", "JavaScript", 0, 2700, 0, 0, 0, 0, 0, 1, 2701
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\usaLow.js", "JavaScript", 0, 263, 0, 0, 0, 0, 0, 1, 264
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\charts\amchart\worldLow.js", "JavaScript", 0, 897, 0, 0, 0, 0, 0, 1, 898
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\icon\icofont\css\icofont.scss", "SCSS", 0, 0, 0, 0, 6400, 0, 12, 2125, 8537
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\assets\icon\icofont\fonts\icofont.svg", "XML", 0, 0, 0, 0, 0, 2116, 0, 1, 2117
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\environments\environment.prod.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 2, 7
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\environments\environment.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 11, 3, 19
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\fake-data\map-color-data.json", "JSON", 0, 0, 0, 86, 0, 0, 0, 1, 87
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\fake-data\map_data.js", "JavaScript", 0, 58, 0, 0, 0, 0, 0, 2, 60
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\index.html", "HTML", 26, 0, 0, 0, 0, 0, 8, 7, 41
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\main.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 2, 4, 18
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\polyfills.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 47, 5, 54
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_custom.scss", "SCSS", 0, 0, 0, 0, 56, 0, 0, 11, 67
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_general.scss", "SCSS", 0, 0, 0, 0, 720, 0, 53, 132, 905
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_generic.scss", "SCSS", 0, 0, 0, 0, 67, 0, 13, 10, 90
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\_variables.scss", "SCSS", 0, 0, 0, 0, 80, 0, 13, 13, 106
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\feather\fonts\feather.svg", "XML", 0, 0, 0, 0, 0, 265, 3, 492, 760
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\feather\iconfont.scss", "SCSS", 0, 0, 0, 0, 746, 0, 4, 244, 994
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_animated.scss", "SCSS", 0, 0, 0, 0, 14, 0, 2, 5, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_bordered-pulled.scss", "SCSS", 0, 0, 0, 0, 23, 0, 2, 4, 29
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_core.scss", "SCSS", 0, 0, 0, 0, 16, 0, 2, 3, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_fixed-width.scss", "SCSS", 0, 0, 0, 0, 5, 0, 2, 2, 9
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_icons.scss", "SCSS", 0, 0, 0, 0, 3573, 0, 2, 2, 3577
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_larger.scss", "SCSS", 0, 0, 0, 0, 17, 0, 3, 6, 26
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_list.scss", "SCSS", 0, 0, 0, 0, 15, 0, 2, 4, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_mixins.scss", "SCSS", 0, 0, 0, 0, 39, 0, 10, 8, 57
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_rotated-flipped.scss", "SCSS", 0, 0, 0, 0, 27, 0, 4, 5, 36
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_screen-reader.scss", "SCSS", 0, 0, 0, 0, 6, 0, 2, 2, 10
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_shims.scss", "SCSS", 0, 0, 0, 0, 2167, 0, 0, 461, 2628
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_stacked.scss", "SCSS", 0, 0, 0, 0, 24, 0, 2, 6, 32
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\_variables.scss", "SCSS", 0, 0, 0, 0, 1201, 0, 3, 4, 1208
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\brands.scss", "SCSS", 0, 0, 0, 0, 16, 0, 4, 3, 23
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\fontawesome.scss", "SCSS", 0, 0, 0, 0, 15, 0, 4, 2, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\regular.scss", "SCSS", 0, 0, 0, 0, 18, 0, 4, 3, 25
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\solid.scss", "SCSS", 0, 0, 0, 0, 18, 0, 4, 3, 25
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\scss\v4-shims.scss", "SCSS", 0, 0, 0, 0, 2, 0, 4, 1, 7
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\webfonts\fa-brands-400.svg", "XML", 0, 0, 0, 0, 0, 1154, 0, 1, 1155
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\webfonts\fa-regular-400.svg", "XML", 0, 0, 0, 0, 0, 467, 0, 1, 468
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\fonts\fontawesome\webfonts\fa-solid-900.svg", "XML", 0, 0, 0, 0, 0, 2444, 0, 1, 2445
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\menu\_menu-lite.scss", "SCSS", 0, 0, 0, 0, 1242, 0, 21, 209, 1472
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\mixins\_buttons.scss", "SCSS", 0, 0, 0, 0, 172, 0, 4, 20, 196
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\mixins\_function.scss", "SCSS", 0, 0, 0, 0, 20, 0, 0, 1, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\plugins\_angular-morris-js.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 1, 23
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\plugins\_plugins.scss", "SCSS", 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_authentication.scss", "SCSS", 0, 0, 0, 0, 114, 0, 4, 20, 138
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_badge.scss", "SCSS", 0, 0, 0, 0, 13, 0, 3, 2, 18
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_breadcrumb-pagination.scss", "SCSS", 0, 0, 0, 0, 19, 0, 6, 6, 31
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_button.scss", "SCSS", 0, 0, 0, 0, 166, 0, 7, 30, 203
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_data-tables.scss", "SCSS", 0, 0, 0, 0, 68, 0, 9, 18, 95
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_form.scss", "SCSS", 0, 0, 0, 0, 85, 0, 7, 21, 113
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_labels-badges.scss", "SCSS", 0, 0, 0, 0, 14, 0, 4, 3, 21
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_nav.scss", "SCSS", 0, 0, 0, 0, 75, 0, 13, 16, 104
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_radiobox-checkbox.scss", "SCSS", 0, 0, 0, 0, 208, 0, 4, 29, 241
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\scss\theme-elements\_theme-elements.scss", "SCSS", 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\styles.scss", "SCSS", 0, 0, 0, 0, 28, 0, 8, 23, 59
"c:\Users\aymen\Documents\PFE\PFE_Caisse_Enregistreuse\Front\src\test.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 4, 5, 31
"Total", "-", 6182, 26216, 7328, 86, 18445, 6466, 961, 6584, 72268
